year,pubpriv,hiqual,degree,sex,age,occ1_lab,rwage,ln_wage
2006.0,Private,GCE A Level or equiv,0.0,Male,40.0,"PROCESS, PLANT AND MACHINE OPERATIVES",15.22020353987447,2.7634331802760452
2016.0,Private,GCE A Level or equiv,0.0,Male,39.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,14.00563022337226,2.781399667713234
2012.0,Private,GCSE grades A-C or equiv,0.0,Female,28.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",4.884735857655913,1.543201324567816
2006.0,Private,GCSE grades A-C or equiv,0.0,Male,59.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",11.23448760192749,2.3239980481374984
2012.0,Public,GCE A Level or equiv,0.0,Male,61.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.30457517985392,2.1334231727786586
2014.0,Public,Degree or equivalent,1.0,Female,30.0,PROFESSIONAL OCCUPATIONS,23.073844893606996,3.4403687287541453
2010.0,Private,Degree or equivalent,1.0,Male,26.0,PROFESSIONAL OCCUPATIONS,12.40870795796928,2.824969923105516
2012.0,Private,GCSE grades A-C or equiv,0.0,Female,44.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.872808599664088,2.0141929902354523
2016.0,Private,Other qualifications,0.0,Male,64.0,ELEMENTARY OCCUPATIONS,8.388706915880322,1.9399826205484398
2019.0,Private,GCE A Level or equiv,0.0,Male,68.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.965870470041857,2.4672464441653306
2016.0,Private,Degree or equivalent,1.0,Female,46.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,16.78581261231759,2.6881419233445984
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,32.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",24.23998141402048,3.228963189046066
2006.0,Private,GCSE grades A-C or equiv,0.0,Female,18.0,ELEMENTARY OCCUPATIONS,8.221179931677053,1.4511618803911948
2016.0,Private,Degree or equivalent,1.0,Female,60.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,31.80788558015078,3.1540706760473083
2016.0,Private,Don't know,0.0,Female,22.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,32.29920521657354,3.2028892112844836
2012.0,Public,GCSE grades A-C or equiv,0.0,Female,53.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.542795655646222,2.333790841203197
2003.0,Private,GCSE grades A-C or equiv,0.0,Female,34.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",3.716891944098453,1.3559506262901084
2011.0,Private,Degree or equivalent,1.0,Male,36.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",27.056173979649156,3.0145597509807525
2006.0,Private,Other qualifications,0.0,Female,58.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.002018997015428,1.7672641184671332
2006.0,Private,Other qualifications,0.0,Male,27.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.28871198207186,2.070532353068496
2015.0,Private,GCSE grades A-C or equiv,0.0,Female,18.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.390422006531721,1.2752184838121723
2006.0,Private,GCE A Level or equiv,0.0,Female,30.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.130886299271374,1.6234605177507502
2012.0,Public,GCE A Level or equiv,0.0,Female,41.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.431102387721596,1.592088687297629
2010.0,Public,Higher education,0.0,Female,56.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,18.852678632411447,2.744556269795015
2016.0,Public,GCE A Level or equiv,0.0,Male,44.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,25.66101178449176,3.237590526457717
2020.0,Public,Degree or equivalent,1.0,Female,30.0,PROFESSIONAL OCCUPATIONS,23.551969420528966,2.9942059480554546
2006.0,Private,GCE A Level or equiv,0.0,Female,58.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.476415061611824,2.1230088331780266
2008.0,Private,Higher education,0.0,Female,43.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",11.884275856243116,2.1748140871582784
2019.0,Private,GCSE grades A-C or equiv,0.0,Female,25.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.850800742675,1.8682153389103693
2002.0,Private,GCSE grades A-C or equiv,0.0,Male,16.0,ELEMENTARY OCCUPATIONS,6.0084974520549865,1.7607115361566195
2017.0,Private,Degree or equivalent,1.0,Male,41.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,30.831478327099546,3.208598453212016
2002.0,Public,Degree or equivalent,1.0,Male,47.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",20.8341710895172,2.860426598420075
2012.0,Private,Degree or equivalent,1.0,Female,37.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",7.204457532427973,1.7996727972677788
2009.0,Private,Other qualifications,0.0,Male,40.0,"PROCESS, PLANT AND MACHINE OPERATIVES",11.410932325795908,2.303129993800625
2019.0,Private,GCE A Level or equiv,0.0,Male,34.0,SKILLED TRADE OCCUPATIONS,23.578046360123828,2.949958947612716
2014.0,Private,Other qualifications,0.0,Female,41.0,ELEMENTARY OCCUPATIONS,7.790967518442696,1.7910550938015914
2004.0,Private,Degree or equivalent,1.0,Male,32.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",22.649196407444283,3.3284404799885947
2005.0,Private,No qualification,0.0,Female,56.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.468672659007192,1.728871642148827
2009.0,Public,Degree or equivalent,1.0,Female,46.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.209668909878623,2.186881097708243
2007.0,Private,GCSE grades A-C or equiv,0.0,Male,52.0,ELEMENTARY OCCUPATIONS,5.033836568592864,2.063184074926763
2009.0,Private,GCSE grades A-C or equiv,0.0,Male,21.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.5613870887536914,1.1780506674469338
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,39.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,20.141882744610733,2.791651729429896
2002.0,Private,No qualification,0.0,Male,64.0,ELEMENTARY OCCUPATIONS,11.58074305820279,2.285942680823566
2002.0,Public,Degree or equivalent,1.0,Female,43.0,PROFESSIONAL OCCUPATIONS,19.25959631146447,3.056291009148884
2006.0,Private,Degree or equivalent,1.0,Male,43.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",33.73289201580674,3.4616876651286503
2013.0,Private,Degree or equivalent,1.0,Male,33.0,ELEMENTARY OCCUPATIONS,6.415741706196087,1.8147340373658796
2003.0,Private,GCE A Level or equiv,0.0,Female,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.750969716272588,1.0805617131154417
2009.0,Private,GCE A Level or equiv,0.0,Female,51.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,10.348917169200396,2.056094108143512
2015.0,Private,Other qualifications,0.0,Male,51.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.11526618177051,2.05100934693824
2010.0,Public,Degree or equivalent,1.0,Female,40.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,1.508235242439806,2.1952088228769515
2009.0,Private,Degree or equivalent,1.0,Female,23.0,PROFESSIONAL OCCUPATIONS,20.301304966698954,3.5677870805788543
2020.0,Public,Degree or equivalent,1.0,Male,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.10024876719524,2.575577832934271
2020.0,Public,GCE A Level or equiv,0.0,Male,56.0,SKILLED TRADE OCCUPATIONS,15.374399225927522,2.509649329272332
2008.0,Public,GCSE grades A-C or equiv,0.0,Female,56.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,11.495831758375832,2.323518845116568
2005.0,Private,Higher education,0.0,Female,54.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",21.46889753471284,2.525792835761732
2019.0,Private,GCSE grades A-C or equiv,0.0,Female,49.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,17.85223994343061,2.700298617570918
2003.0,Public,Degree or equivalent,1.0,Female,53.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,3.3324257265515183,1.8627663850691012
2014.0,Public,GCSE grades A-C or equiv,0.0,Female,53.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.328716001504986,1.8363340436313116
2010.0,Private,GCE A Level or equiv,0.0,Female,25.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,6.3667888181677945,1.9662443890306833
2003.0,Private,Degree or equivalent,1.0,Male,38.0,PROFESSIONAL OCCUPATIONS,31.379679719604393,3.1096328088486143
2006.0,Private,GCE A Level or equiv,0.0,Male,40.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",27.875556837059754,3.062538217215003
2013.0,Private,Higher education,0.0,Female,49.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",16.104192220761565,2.2878282917157415
2007.0,Private,Other qualifications,0.0,Male,52.0,ELEMENTARY OCCUPATIONS,16.39628966186182,3.121306442540571
2003.0,Private,Other qualifications,0.0,Male,50.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.591743612494367,2.3469794500135106
2014.0,Private,GCSE grades A-C or equiv,0.0,Male,25.0,ELEMENTARY OCCUPATIONS,6.769323953341486,1.7507941722452807
2020.0,Public,Degree or equivalent,1.0,Male,60.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",19.112969430607087,2.56834269263577
2018.0,Private,Degree or equivalent,1.0,Male,21.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,19.528680863275326,2.983138511883223
2003.0,Private,GCSE grades A-C or equiv,0.0,Female,36.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.715477544099414,2.0941318503978414
2003.0,Public,Degree or equivalent,1.0,Male,44.0,PROFESSIONAL OCCUPATIONS,11.861558364405042,2.4179325481585217
2014.0,Public,GCSE grades A-C or equiv,0.0,Female,52.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.729357844849458,2.096423569935646
2003.0,Public,GCE A Level or equiv,0.0,Male,18.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,7.642764373460672,1.7536979091099036
2005.0,Private,Higher education,0.0,Male,44.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.05370926759368,2.749245219616252
2014.0,Private,GCE A Level or equiv,0.0,Male,23.0,ELEMENTARY OCCUPATIONS,6.369738617446276,1.6300546456491172
2018.0,Public,GCE A Level or equiv,0.0,Male,38.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.438033841318198,2.184469101139909
2002.0,Private,GCSE grades A-C or equiv,0.0,Female,35.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.771979200287495,1.776566942798337
2003.0,Public,Higher education,0.0,Male,34.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,9.007851288203334,2.2996763909536333
2010.0,Public,GCE A Level or equiv,0.0,Female,55.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.741800417035643,1.966512994134505
2013.0,Private,GCE A Level or equiv,0.0,Male,19.0,ELEMENTARY OCCUPATIONS,9.376860311576795,2.250579737498905
2004.0,Private,Degree or equivalent,1.0,Female,32.0,PROFESSIONAL OCCUPATIONS,21.127587093526593,2.6481384468279314
2012.0,Private,Other qualifications,0.0,Male,43.0,ELEMENTARY OCCUPATIONS,10.165912507267041,1.9985473666191684
2018.0,Private,No qualification,0.0,Male,47.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,14.0101512365418,2.480642654167116
2006.0,Private,Other qualifications,0.0,Male,42.0,"PROCESS, PLANT AND MACHINE OPERATIVES",7.136921112840998,1.9013661117206937
2005.0,Private,No qualification,0.0,Female,26.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.5496580359309835,1.7677849494184263
2003.0,Public,Other qualifications,0.0,Female,61.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.466050411835049,2.0657414060001607
2011.0,Public,GCSE grades A-C or equiv,0.0,Female,47.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.321838150770295,2.311772116974389
2007.0,Private,GCE A Level or equiv,0.0,Female,18.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.8628780353427943,1.2947498780511584
2004.0,Private,Degree or equivalent,1.0,Male,44.0,PROFESSIONAL OCCUPATIONS,19.7316555996346,2.7021548041231815
2002.0,Public,GCE A Level or equiv,0.0,Female,30.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.642113606566562,2.2312656196557534
2014.0,Private,GCSE grades A-C or equiv,0.0,Male,16.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.200293531225126,1.1296155669366545
2014.0,Public,GCSE grades A-C or equiv,0.0,Female,50.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",11.60025292521382,2.473327155090505
2019.0,Private,GCE A Level or equiv,0.0,Male,28.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",8.054167854905915,1.804985134296967
2006.0,Private,No qualification,0.0,Male,33.0,ELEMENTARY OCCUPATIONS,10.307084502732922,2.347800952130176
2019.0,Private,GCE A Level or equiv,0.0,Male,58.0,SKILLED TRADE OCCUPATIONS,15.055894829033088,2.4916908413724763
2008.0,Private,GCSE grades A-C or equiv,0.0,Male,30.0,SKILLED TRADE OCCUPATIONS,19.457985347331395,3.090341291342056
2008.0,Private,GCSE grades A-C or equiv,0.0,Male,41.0,ELEMENTARY OCCUPATIONS,5.998834887288906,1.2824630947351514
2005.0,Private,GCSE grades A-C or equiv,0.0,Male,25.0,SKILLED TRADE OCCUPATIONS,9.998580848920223,2.1733149660029616
2004.0,Private,Degree or equivalent,1.0,Male,35.0,SKILLED TRADE OCCUPATIONS,14.41836320746192,2.467177365103615
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,54.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.515107838972703,2.1044698481825557
2017.0,Private,Other qualifications,0.0,Female,26.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.767305909661243,2.467521295363046
2004.0,Public,GCE A Level or equiv,0.0,Female,20.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.2273344069849115,2.0450959969965914
2020.0,Private,GCSE grades A-C or equiv,0.0,Female,54.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",1.3480828580767987,1.4457116761218531
2002.0,Public,Degree or equivalent,1.0,Female,32.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.758636349523179,2.190047078669983
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,43.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.772940897771614,2.5355089780525675
2006.0,Private,Degree or equivalent,1.0,Female,32.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,24.032270860881418,3.0115411091874806
2002.0,Private,No qualification,0.0,Female,60.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.456173311773973,2.2386677228113268
2006.0,Private,Higher education,0.0,Male,39.0,PROFESSIONAL OCCUPATIONS,23.444302023901137,2.893433466901486
2003.0,Public,GCSE grades A-C or equiv,0.0,Female,41.0,ELEMENTARY OCCUPATIONS,9.861795307672317,2.0622177133000656
2017.0,Private,Other qualifications,0.0,Male,46.0,"PROCESS, PLANT AND MACHINE OPERATIVES",11.809327914143287,2.3728384262816937
2009.0,Private,Other qualifications,0.0,Female,42.0,"PROCESS, PLANT AND MACHINE OPERATIVES",6.552552166372589,1.7127641788561327
2006.0,Private,GCSE grades A-C or equiv,0.0,Male,51.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,3.443864818346812,2.2934215468024903
2010.0,Private,Degree or equivalent,1.0,Male,35.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",7.416057333496109,2.0398613601983944
2005.0,Private,No qualification,0.0,Female,61.0,ELEMENTARY OCCUPATIONS,5.766341901394973,1.6273377383502157
2002.0,Public,GCSE grades A-C or equiv,0.0,Female,26.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.739126561439502,2.0304919197713915
2002.0,Public,Higher education,0.0,Male,51.0,PROFESSIONAL OCCUPATIONS,19.180747973772867,3.0045510463593814
2013.0,Private,GCSE grades A-C or equiv,0.0,Male,30.0,ELEMENTARY OCCUPATIONS,9.063891796327987,1.9408136724504328
2007.0,Public,GCE A Level or equiv,0.0,Female,60.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,26.625723751173844,3.4247414742318907
2015.0,Private,GCSE grades A-C or equiv,0.0,Female,60.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,3.1667649120860712,1.6939569590985681
2017.0,Private,GCSE grades A-C or equiv,0.0,Male,22.0,SKILLED TRADE OCCUPATIONS,5.258319714426884,1.5927500256269773
2002.0,Private,GCE A Level or equiv,0.0,Female,45.0,SKILLED TRADE OCCUPATIONS,4.3033236627807065,1.2655868851754695
2011.0,Private,GCSE grades A-C or equiv,0.0,Female,54.0,SKILLED TRADE OCCUPATIONS,0.19749033231723523,1.4519018292059733
2002.0,Private,GCSE grades A-C or equiv,0.0,Male,42.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.990381702171158,2.1704409131200606
2008.0,Private,Higher education,0.0,Female,21.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.448776042886365,2.4390740101469612
2009.0,Private,GCSE grades A-C or equiv,0.0,Male,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.421605833458257,1.4862760657804603
2002.0,Public,Higher education,0.0,Male,45.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",24.88454757829648,2.9214568450881164
2011.0,Private,GCSE grades A-C or equiv,0.0,Male,45.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.539607067701487,2.0664887796875564
2014.0,Private,GCE A Level or equiv,0.0,Male,37.0,SKILLED TRADE OCCUPATIONS,10.317956441798806,2.077735300754625
2006.0,Private,Degree or equivalent,1.0,Male,42.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,57.20258830731147,3.8598720284730352
2006.0,Public,GCE A Level or equiv,0.0,Female,39.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.260096082225319,2.003647001909658
2011.0,Public,Degree or equivalent,1.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,19.981038210118154,3.0678938663938067
2004.0,Private,GCSE grades A-C or equiv,0.0,Male,45.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",32.576443617885545,3.3133399681983153
2003.0,Private,Degree or equivalent,1.0,Female,29.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.217452513572447,2.2172138347832573
2015.0,Private,GCE A Level or equiv,0.0,Female,29.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.683802147099946,2.381774504126241
2007.0,Private,GCE A Level or equiv,0.0,Male,27.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,13.481516991867327,2.3166264111574915
2013.0,Private,GCE A Level or equiv,0.0,Male,55.0,PROFESSIONAL OCCUPATIONS,35.7287598849237,3.455863168271968
2014.0,Private,GCSE grades A-C or equiv,0.0,Male,39.0,SKILLED TRADE OCCUPATIONS,9.41693144506145,2.214389601075513
2014.0,Private,Other qualifications,0.0,Male,22.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.256816156421964,2.1304480483837565
2020.0,Public,Higher education,0.0,Male,26.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,8.425191653078702,2.155930955350295
2012.0,Public,Degree or equivalent,1.0,Female,51.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,21.171396767815644,3.025343801954958
2002.0,Private,GCE A Level or equiv,0.0,Male,49.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.891498668272186,2.15963436699125
2014.0,Public,No qualification,0.0,Female,58.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,2.923186657654587,1.6033552550934973
2003.0,Private,GCE A Level or equiv,0.0,Male,18.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.54134876022308,1.7310387667835156
2006.0,Private,GCE A Level or equiv,0.0,Female,21.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.754780857327029,1.78005685767659
2002.0,Private,Degree or equivalent,1.0,Female,22.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.100492798585229,1.4280949961060798
2003.0,Public,Higher education,0.0,Female,60.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.819619893104047,1.9816332044059184
2006.0,Public,Degree or equivalent,1.0,Female,60.0,PROFESSIONAL OCCUPATIONS,30.63502416448641,3.294531147940592
2014.0,Private,Degree or equivalent,1.0,Male,27.0,PROFESSIONAL OCCUPATIONS,26.6040877513792,3.3412483428230955
2017.0,Private,Degree or equivalent,1.0,Male,44.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",13.151664516429591,2.640790471010536
2005.0,Private,GCSE grades A-C or equiv,0.0,Male,48.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.086234574005642,1.935715842109399
2005.0,Private,GCE A Level or equiv,0.0,Male,49.0,ELEMENTARY OCCUPATIONS,3.028460822743515,1.0696510531406518
2007.0,Private,GCSE grades A-C or equiv,0.0,Male,39.0,"PROCESS, PLANT AND MACHINE OPERATIVES",4.459219726129374,1.757375784411062
2009.0,Private,Degree or equivalent,1.0,Male,22.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.666032314533183,2.1237903433099965
2011.0,Private,GCE A Level or equiv,0.0,Male,61.0,ELEMENTARY OCCUPATIONS,11.393663978628435,2.4278709366426248
2011.0,Private,Higher education,0.0,Female,35.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,16.752432326413818,2.5748429512399555
2006.0,Public,GCSE grades A-C or equiv,0.0,Female,57.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,16.576411822826966,2.6316353845682507
2006.0,Private,No qualification,0.0,Female,53.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",3.4934295942531466,1.199385930651164
2005.0,Private,GCE A Level or equiv,0.0,Female,37.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.1713490132608655,1.7073535589311195
2014.0,Private,GCE A Level or equiv,0.0,Male,20.0,PROFESSIONAL OCCUPATIONS,12.619144604608163,2.6273336866179458
2008.0,Public,Degree or equivalent,1.0,Female,29.0,PROFESSIONAL OCCUPATIONS,9.293266415143318,2.4342261772894336
2015.0,Private,No qualification,0.0,Female,52.0,ELEMENTARY OCCUPATIONS,5.90290084440851,1.6881621676410496
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,39.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",12.9535201681105,2.485128051667557
2005.0,Private,Other qualifications,0.0,Female,51.0,ELEMENTARY OCCUPATIONS,7.237831659864343,1.8112450199492267
2019.0,Private,Degree or equivalent,1.0,Male,28.0,PROFESSIONAL OCCUPATIONS,12.722155624381742,2.286335974214902
2006.0,Public,GCSE grades A-C or equiv,0.0,Female,53.0,ELEMENTARY OCCUPATIONS,11.191577828771049,2.4502009829022504
2014.0,Private,Degree or equivalent,1.0,Male,30.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,16.819561091896166,2.530082989808424
2020.0,Private,Higher education,0.0,Female,39.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.964342264914524,2.77081641559353
